,index,Image_ID,Question,Ground_Truth,Question_Type
2470,3927,7568.JPG,Is the entire road flooded?,Yes,Yes/No_Road
2471,3928,7568.JPG,How many buildings can be seen in this image?,25,Simple_Counting
2472,3939,7571.JPG,How many buildings can be seen in the image?,21,Simple_Counting
2473,3940,7571.JPG,What is the condition of the road in this image?,flooded,Condition_Road
2474,3941,7571.JPG,Is the entire road non flooded?,No,Yes/No_Road
2475,3942,7571.JPG,How many flooded buildings can be seen in this image?,21,Complex_Counting
2476,3943,7571.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
2477,3949,7573.JPG,How many flooded buildings can be seen in this image?,28,Complex_Counting
2478,3950,7573.JPG,What is the condition of road?,flooded,Condition_Road
2479,3951,7573.JPG,How many buildings are in the image?,28,Simple_Counting
2480,3952,7573.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
2481,3953,7573.JPG,Is the entire road non flooded?,No,Yes/No_Road
2482,3954,7574.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
2483,3955,7574.JPG,How many buildings are flooded in this image?,25,Complex_Counting
2484,3956,7574.JPG,What is the condition of the road in this image?,flooded,Condition_Road
2485,3957,7574.JPG,How many buildings are in the image?,25,Simple_Counting
2486,3958,7574.JPG,Is the entire road flooded?,Yes,Yes/No_Road
2487,3959,7575.JPG,How many buildings are flooded?,25,Complex_Counting
2488,3960,7575.JPG,What is the condition of road?,flooded,Condition_Road
2489,3961,7575.JPG,How many buildings can be seen in this image?,25,Simple_Counting
2490,3962,7575.JPG,Is the entire road flooded?,Yes,Yes/No_Road
2491,3963,7575.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
2492,3979,7579.JPG,How many flooded buildings can be seen in this image?,13,Complex_Counting
2493,3980,7579.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
2494,3981,7579.JPG,How many buildings are in this image?,13,Simple_Counting
2495,3982,7579.JPG,Is the entire road flooded?,Yes,Yes/No_Road
2496,3983,7579.JPG,What is the condition of road?,"flooded,non flooded",Condition_Road
2497,3984,7580.JPG,How many buildings are in this image?,16,Simple_Counting
2498,3985,7580.JPG,What is the condition of the road in this image?,flooded,Condition_Road
2499,3986,7580.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
2500,3987,7580.JPG,Is the entire road non flooded?,No,Yes/No_Road
2501,3988,7580.JPG,How many flooded buildings can be seen in this image?,16,Complex_Counting
2502,3994,7582.JPG,How many buildings can be seen in this image?,22,Simple_Counting
2503,3995,7582.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
2504,3996,7582.JPG,What is the condition of the road in this image?,flooded,Condition_Road
2505,3997,7582.JPG,How many buildings are flooded?,22,Complex_Counting
2506,3998,7582.JPG,Is the entire road flooded?,Yes,Yes/No_Road
2507,4010,7585.JPG,What is the condition of the road in this image?,flooded,Condition_Road
2508,4011,7585.JPG,How many buildings can be seen in the image?,16,Simple_Counting
2509,4012,7585.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
2510,4013,7585.JPG,How many flooded buildings can be seen in this image?,16,Complex_Counting
2511,4014,7585.JPG,Is the entire road flooded?,Yes,Yes/No_Road
2512,4020,7587.JPG,How many buildings can be seen in the image?,15,Simple_Counting
2513,4021,7587.JPG,What is the condition of the road in this image?,flooded,Condition_Road
2514,4022,7587.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
2515,4023,7587.JPG,How many flooded buildings can be seen in this image?,15,Complex_Counting
2516,4024,7587.JPG,Is the entire road non flooded?,No,Yes/No_Road
2517,4030,7589.JPG,How many buildings are flooded in this image?,16,Complex_Counting
2518,4031,7589.JPG,How many buildings can be seen in this image?,16,Simple_Counting
2519,4032,7589.JPG,Is the entire road flooded?,Yes,Yes/No_Road
2520,4033,7589.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
2521,4034,7589.JPG,What is the condition of road?,flooded,Condition_Road
2522,4052,7594.JPG,How many buildings are in the image?,12,Simple_Counting
2523,4053,7594.JPG,How many buildings are flooded in this image?,9,Complex_Counting
2524,4054,7594.JPG,How many non flooded buildings can be seen in this image?,3,Complex_Counting
2525,4055,7594.JPG,Is the entire road non flooded?,No,Yes/No_Road
2526,4056,7594.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
2527,4057,7594.JPG,What is the condition of road?,flooded,Condition_Road
2528,4064,7596.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
2529,4065,7596.JPG,How many buildings can be seen in this image?,13,Simple_Counting
2530,4066,7596.JPG,How many buildings are flooded?,11,Complex_Counting
2531,4067,7596.JPG,How many buildings are non flooded in this image?,2,Complex_Counting
2532,4068,7596.JPG,Is the entire road flooded?,Yes,Yes/No_Road
2533,4069,7596.JPG,What is the condition of road?,flooded,Condition_Road
2534,4070,7597.JPG,How many flooded buildings can be seen in this image?,13,Complex_Counting
2535,4071,7597.JPG,How many buildings can be seen in this image?,13,Simple_Counting
2536,4072,7597.JPG,Is the entire road non flooded?,No,Yes/No_Road
2537,4073,7597.JPG,What is the condition of road?,flooded,Condition_Road
2538,4074,7597.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
2539,4085,7600.JPG,What is the condition of road?,"flooded,non flooded",Condition_Road
2540,4086,7600.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
2541,4087,7600.JPG,How many buildings are non flooded?,15,Complex_Counting
2542,4088,7600.JPG,How many flooded buildings can be seen in this image?,20,Complex_Counting
2543,4089,7600.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
2544,4090,7600.JPG,How many buildings are in the image?,35,Simple_Counting
2545,4091,7601.JPG,How many buildings are in the image?,11,Simple_Counting
2546,4092,7601.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
2547,4093,7601.JPG,How many buildings are flooded?,11,Complex_Counting
2548,4094,7601.JPG,What is the condition of the road in this image?,flooded,Condition_Road
2549,4095,7601.JPG,Is the entire road flooded?,Yes,Yes/No_Road
2550,4096,7602.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
2551,4097,7602.JPG,How many buildings can be seen in this image?,2,Simple_Counting
2552,4098,7602.JPG,How many buildings are flooded?,2,Complex_Counting
2553,4099,7602.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
2554,4100,7602.JPG,What is the condition of road?,"flooded,non flooded",Condition_Road
2555,4101,7603.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
2556,4102,7603.JPG,Is the entire road non flooded?,No,Yes/No_Road
2557,4103,7603.JPG,How many buildings are in the image?,7,Simple_Counting
2558,4104,7603.JPG,What is the condition of the road in this image?,flooded,Condition_Road
2559,4105,7603.JPG,How many buildings are flooded?,7,Complex_Counting
2560,4117,7606.JPG,How many buildings are flooded in this image?,8,Complex_Counting
2561,4118,7606.JPG,What is the condition of road?,flooded,Condition_Road
2562,4119,7606.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
2563,4120,7606.JPG,Is the entire road non flooded?,No,Yes/No_Road
2564,4121,7606.JPG,How many buildings can be seen in this image?,8,Simple_Counting
2565,4132,7609.JPG,What is the condition of road?,flooded,Condition_Road
2566,4133,7609.JPG,How many buildings are in the image?,18,Simple_Counting
2567,4134,7609.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
2568,4135,7609.JPG,Is the entire road non flooded?,No,Yes/No_Road
2569,4136,7609.JPG,How many flooded buildings can be seen in this image?,18,Complex_Counting
2570,4148,7612.JPG,What is the condition of road?,flooded,Condition_Road
2571,4149,7612.JPG,Is the entire road flooded?,Yes,Yes/No_Road
2572,4150,7612.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
2573,4151,7612.JPG,How many non flooded buildings can be seen in this image?,18,Complex_Counting
2574,4152,7612.JPG,How many buildings are in the image?,19,Simple_Counting
2575,4153,7612.JPG,How many flooded buildings can be seen in this image?,1,Complex_Counting
2576,4160,7614.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
2577,4161,7614.JPG,Is the entire road flooded?,Yes,Yes/No_Road
2578,4162,7614.JPG,How many buildings are in this image?,18,Simple_Counting
2579,4163,7614.JPG,What is the condition of the road in this image?,"flooded,non flooded",Condition_Road
2580,4164,7614.JPG,How many buildings are flooded in this image?,5,Complex_Counting
2581,4165,7614.JPG,How many buildings are non flooded?,13,Complex_Counting
2582,4171,7641.JPG,How many buildings are in the image?,8,Simple_Counting
2583,4172,7641.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
2584,4173,7641.JPG,How many flooded buildings can be seen in this image?,8,Complex_Counting
2585,4174,7641.JPG,What is the condition of road?,flooded,Condition_Road
2586,4175,7641.JPG,Is the entire road flooded?,Yes,Yes/No_Road
2587,4181,7643.JPG,Is the entire road flooded?,No,Yes/No_Road
2588,4182,7643.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
2589,4183,7643.JPG,How many non flooded buildings can be seen in this image?,1,Complex_Counting
2590,4184,7643.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
2591,4185,7643.JPG,How many buildings can be seen in the image?,1,Simple_Counting
2592,4191,7645.JPG,How many buildings can be seen in the image?,1,Simple_Counting
2593,4192,7645.JPG,What is the overall condition of the given image?,flooded,Entire_Image_condition
2594,4193,7645.JPG,How many buildings are non flooded in this image?,1,Complex_Counting
2595,4194,7645.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
2596,4195,7645.JPG,Is the entire road flooded?,No,Yes/No_Road
2597,4196,7646.JPG,Is the entire road flooded?,No,Yes/No_Road
2598,4197,7646.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
2599,4198,7646.JPG,How many non flooded buildings can be seen in this image?,1,Complex_Counting
2600,4199,7646.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
2601,4200,7646.JPG,How many buildings can be seen in the image?,1,Simple_Counting
2602,4206,7648.JPG,What is the condition of road?,non flooded,Condition_Road
2603,4207,7648.JPG,Is the entire road flooded?,No,Yes/No_Road
2604,4208,7648.JPG,How many buildings are non flooded in this image?,2,Complex_Counting
2605,4209,7648.JPG,How many buildings are in the image?,2,Simple_Counting
2606,4210,7648.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
2607,4216,7650.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
2608,4217,7650.JPG,How many buildings are non flooded in this image?,3,Complex_Counting
2609,4218,7650.JPG,What is the condition of road?,non flooded,Condition_Road
2610,4219,7650.JPG,How many buildings can be seen in the image?,3,Simple_Counting
2611,4220,7650.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
2612,4231,7653.JPG,What is the condition of road?,non flooded,Condition_Road
2613,4232,7653.JPG,How many non flooded buildings can be seen in this image?,3,Complex_Counting
2614,4233,7653.JPG,How many buildings are in the image?,3,Simple_Counting
2615,4234,7653.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
2616,4235,7653.JPG,Is the entire road flooded?,No,Yes/No_Road
2617,4236,7654.JPG,How many buildings are non flooded in this image?,2,Complex_Counting
2618,4237,7654.JPG,What is the condition of road?,non flooded,Condition_Road
2619,4238,7654.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
2620,4239,7654.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
2621,4240,7654.JPG,How many buildings can be seen in the image?,2,Simple_Counting
2622,4241,7655.JPG,How many buildings can be seen in this image?,2,Simple_Counting
2623,4242,7655.JPG,How many buildings are non flooded in this image?,2,Complex_Counting
2624,4243,7655.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
2625,4244,7655.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
2626,4245,7655.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
2627,4255,7659.JPG,What is the overall condition of the given image?,non flooded,Entire_Image_condition
2628,4256,7659.JPG,What is the condition of road?,non flooded,Condition_Road
2629,4257,7659.JPG,Is the entire road non flooded?,Yes,Yes/No_Road
2630,4261,7661.JPG,What is the condition of the road in this image?,non flooded,Condition_Road
